id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
21357119,Newly Built Uptown Manhattan Large Pied-à-Terre,177293,Herman,Manhattan,East Harlem,40.80832,-73.93755999999999,Entire home/apt,200,30,0,,,1,0
31153254,TOURISTS DREAM - Room steps from Grand Central,50241946,Ana,Manhattan,Midtown,40.75017,-73.97241,Private room,250,2,20,2019-06-23,3.17,1,1
1044502,HELLO HARLEM,5749899,Obora & Michael,Manhattan,Harlem,40.8035,-73.94764,Entire home/apt,195,4,128,2019-06-22,1.76,1,278
29760512,1 double size bedroom 0.1 mile from Times Square.,214173940,Ali,Manhattan,Theater District,40.75941,-73.98794000000001,Private room,62,1,7,2019-01-01,0.87,1,9
30674080,Beautiful 2-bedroom Apt near Times Square,64825610,Michel And Antoine,Manhattan,Hell's Kitchen,40.76011,-73.99087,Entire home/apt,299,3,23,2019-07-01,3.5,2,207
450577,1 bdrm brownstone-west 70's-1 block Central Park,2237267,Marjorie,Manhattan,Upper West Side,40.77555,-73.9767,Entire home/apt,250,3,73,2019-06-07,0.84,1,284
10405891,Charming & bright Williamsburg loft,2360150,Simona,Brooklyn,Greenpoint,40.72025,-73.95195,Entire home/apt,190,2,0,,,1,0
4840381,"Chill 2B UWS, close to A,C,E/1,2,3",12730517,Robert,Manhattan,Upper West Side,40.80107,-73.96065,Entire home/apt,50,1,1,2016-03-16,0.02,1,0
12567993,Private bedroom near L & M trains,68139079,Gary,Brooklyn,Bushwick,40.70076,-73.92371,Private room,50,1,0,,,1,0
33497845,Brooklyn Brownstone — BedStuy Garden Apartment,6206040,Linda,Brooklyn,Bedford-Stuyvesant,40.69081,-73.93025,Entire home/apt,155,2,10,2019-07-04,4.92,8,270
5803,"Lovely Room 1, Garden, Best Area, Legal rental",9744,Laurie,Brooklyn,South Slope,40.66829,-73.98779,Private room,89,4,167,2019-06-24,1.34,3,314
1614817,PRIME apartment in East Village!,5283853,Chara,Manhattan,East Village,40.73082,-73.98693,Entire home/apt,160,2,44,2018-01-01,0.64,2,0
35188790,Spacious & Sunny Decatur 2F Room#3,262033253,Jenny,Brooklyn,Bushwick,40.68675,-73.90899999999999,Private room,60,1,3,2019-07-05,3.0,2,178
16534337,Spacious Private room in Charming Williamsburg,24273714,Aracelis,Brooklyn,Williamsburg,40.71348,-73.93748000000001,Private room,85,2,22,2019-06-07,0.72,3,36
29051948,Industrial Loft Living in NYC,63952962,Drew,Bronx,Mott Haven,40.81102,-73.92778,Entire home/apt,81,4,5,2019-05-28,0.62,1,0
11707920,"Brooklyn private bath by F,G train",14898658,Chadanut,Brooklyn,Kensington,40.64188,-73.98042,Private room,45,1,108,2019-06-19,2.68,11,23
28515078,Minimalist Oasis/ Condo,124155350,Anna,Manhattan,Harlem,40.82778,-73.94995,Entire home/apt,150,2,7,2019-01-02,0.76,1,0
35026962,Beautiful Studio in the heart of Midtown,98673234,Anna,Manhattan,Upper East Side,40.76365,-73.96186999999999,Entire home/apt,185,2,7,2019-07-01,6.56,1,107
883306,1  Bedroom in Clinton Hill Share,4310378,Autumn,Brooklyn,Clinton Hill,40.69494,-73.96372,Private room,79,2,102,2019-06-17,1.41,3,361
29686857,"2BR Apartment in Ridgewood, 20min to Manhattan",223422291,Robin,Queens,Ridgewood,40.70242,-73.90403,Entire home/apt,115,3,15,2019-06-24,1.88,1,10
33992824,Sonder | Stock Exchange | Superior 1BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.70631,-74.01225,Entire home/apt,228,2,5,2019-06-16,3.0,327,349
20710022,Your Home Away from Home,148261815,Dike,Manhattan,Harlem,40.80171,-73.95121999999999,Private room,55,10,6,2018-09-30,0.28,1,156
13083221,1 bedroom in a 3 bedroom apartment,46407854,Deniz,Brooklyn,Prospect-Lefferts Gardens,40.66117,-73.94317,Private room,55,1,0,,,1,0
9794077,Bright Private Greenpoint Room,23698012,Amelia,Brooklyn,Greenpoint,40.72276,-73.94856999999999,Private room,75,1,0,,,1,0
16823923,Wonderful Apartment Upper West Side Midtown,71739526,Jonathan,Manhattan,Upper West Side,40.77016,-73.98125999999999,Entire home/apt,250,7,0,,,1,0
34038559,Gorgeous Apt on the Upper East Side,1241543,Claire,Manhattan,Upper East Side,40.78145,-73.9496,Private room,130,5,3,2019-06-30,1.73,1,180
31173428,Cozy ✨LARGE BED✨ In the heart of NYC!,233021124,Jules,Manhattan,Hell's Kitchen,40.76878,-73.98737,Entire home/apt,200,4,10,2019-06-24,1.8,1,80
4059037,Light Filled Studio,20441343,Lilah,Brooklyn,Bedford-Stuyvesant,40.69587,-73.95114000000001,Private room,100,3,0,,,1,352
35805474,Industrial artsy loft in Williamsburg,269297229,Юлия,Brooklyn,Williamsburg,40.71394,-73.96301,Entire home/apt,199,5,0,,,1,213
22082903,Studio Sanctuary in Landmark Brownstone,156047478,Doron,Manhattan,Harlem,40.8048,-73.94951,Entire home/apt,91,30,8,2019-06-13,0.47,2,216
11575101,Private studio apartment,61175876,Raquel,Brooklyn,Bushwick,40.69549,-73.92249,Entire home/apt,79,4,97,2019-07-01,2.42,2,250
34115136,Sonder | Stock Exchange | Gorgeous 1BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.70756,-74.01229000000001,Entire home/apt,210,2,3,2019-06-22,3.0,327,302
31883127,✴NEWLY RENOVATED✴ 2 BDR | SLEEPS 4 @ BROOKLYN,6833598,Timothy,Brooklyn,Bedford-Stuyvesant,40.68417,-73.91899000000001,Entire home/apt,99,2,13,2019-07-05,3.98,1,182
29337912,Chelsea Apartment,132866292,Ned,Manhattan,Chelsea,40.74165,-73.99968,Entire home/apt,225,2,47,2019-06-24,5.38,1,101
14371241,Private Room - 15 min to Times Square.,9209911,Oscar,Manhattan,Harlem,40.81853,-73.9472,Private room,54,3,71,2019-07-01,2.01,1,15
25101744,Cozy & Bright Studio Close to Subway Station,26555925,Luis,Brooklyn,Bedford-Stuyvesant,40.68057,-73.95249,Entire home/apt,113,3,6,2019-01-28,0.46,1,1
18790512,Private Room in Beating Heart of NYC Art Scene,110349355,Justin,Brooklyn,Bushwick,40.70439,-73.92619,Private room,51,3,5,2017-09-19,0.19,1,0
30209958,Lovely exposed brick room to rent in Williamsburg,27716292,Ianthe,Brooklyn,Williamsburg,40.71225,-73.94960999999999,Private room,50,2,2,2019-07-01,0.92,1,0
19346710,"1 bedroom w/ Queen bed, in Manhattan",135559842,Mauricio,Manhattan,Harlem,40.81375,-73.95268,Private room,49,2,0,,,1,0
15149187,Master bedroom in the heart of Greenpoint!,6314010,Kevin,Brooklyn,Greenpoint,40.72679,-73.94838,Private room,55,2,51,2017-09-26,1.52,1,0
8146444,Sunny 1 bedroom in Brooklyn!,12796091,Rebeckah,Brooklyn,Crown Heights,40.67658,-73.95786,Entire home/apt,90,3,14,2017-01-02,0.3,1,0
27284611,Beautiful Bedroom in Brand New Apartment! 3R-4,205530337,Nina,Queens,Ridgewood,40.70378,-73.90581999999999,Private room,45,30,1,2018-11-30,0.14,8,163
35607932,LGBT welcome for Pride Greenwich Village,265901814,Evette,Manhattan,West Village,40.73613,-73.9987,Private room,125,1,0,,,2,75
3678990,Sunny Warm Quiet NYC Retreat,7474069,Carrie,Manhattan,Washington Heights,40.84686,-73.94181,Private room,70,2,277,2019-06-13,4.67,3,244
19054757,Spaceful studio in the heart of Financial district,133010064,Alena,Manhattan,Financial District,40.70857,-74.01005,Entire home/apt,140,2,76,2019-07-01,3.02,1,0
9451784,Trendy Williamsburg Apartment!,22953164,Caroline,Brooklyn,Williamsburg,40.71028,-73.95445,Private room,80,2,4,2016-09-05,0.09,1,0
24366897,Modern & Stylish 1 Bed Manhattan w/ Private Garden,183886601,Lee,Manhattan,Inwood,40.87001,-73.92418,Entire home/apt,120,30,3,2019-03-03,0.22,2,27
36201798,A specious and bright 1 bedroom in hart of Queens,272267421,Darkhan,Queens,Maspeth,40.73455,-73.88899,Private room,50,1,0,,,3,73
1817905,Amazing views in Williamsburg Condo,9520082,Mark,Brooklyn,Williamsburg,40.71454,-73.94965,Entire home/apt,300,2,10,2019-06-08,0.15,1,214
19968388,Beautiful Bedroom in Washington Heights,38592785,Caitlyn,Manhattan,Washington Heights,40.84218,-73.93675999999999,Private room,55,2,15,2019-07-06,0.76,1,0
33776553,Spanish Harlem! Next to the 6 train in Manhattan!,251508221,Dee,Manhattan,East Harlem,40.79834,-73.94337,Entire home/apt,300,2,1,2019-05-15,0.55,1,180
12587102,Spacious Loft in Williamsburg,1623346,Christopher,Brooklyn,Williamsburg,40.71468,-73.95841,Private room,53,2,2,2018-05-21,0.14,1,0
25966512,The cozy room!,62557719,Leomaris,Manhattan,Harlem,40.82961,-73.94525,Private room,45,7,11,2019-06-09,0.85,3,88
31832966,Garden apartment in the heart of Gramercy,236148005,Linus,Manhattan,Flatiron District,40.74158,-73.98593000000001,Entire home/apt,200,2,8,2019-07-01,1.95,1,34
20920048,Cozy Private Bedroom/Bathroom,135904657,David,Manhattan,Harlem,40.80508,-73.94941999999999,Private room,125,2,70,2019-01-09,3.24,2,0
21577066,"Bright, Spacious Private Room in Williamsburg!",8628781,Tessa,Brooklyn,Williamsburg,40.71075,-73.95935,Private room,70,1,1,2018-04-20,0.07,1,0
32234674,Tribeca Studio w/ Gym + Pool by Blueground,107434423,Blueground,Manhattan,Tribeca,40.71543,-74.00647,Entire home/apt,282,30,0,,,232,302
21260624,"NEW ROMANTIC SEPARATE APARTMENT , Free parking .",153180105,Lana,Staten Island,Lighthouse Hill,40.57641,-74.12931,Entire home/apt,115,2,29,2019-01-03,1.41,1,71
33472677,Spacious room in Brooklyn. Only girls please,57158173,Katerina,Brooklyn,Midwood,40.61186,-73.96955,Private room,38,3,1,2019-06-26,1.0,1,0
24104871,"Cozy Art Private Bedroom-Hamilton Heights, NY",178473107,Allan C.,Manhattan,Harlem,40.83163,-73.94615,Private room,70,1,16,2019-01-01,1.22,6,32
830840,Private Bedroom in a Studio,4350748,Anna,Brooklyn,Midwood,40.62908,-73.95965,Private room,68,7,1,2012-12-12,0.01,1,87
21217451,Huge Private Room in the Heart of Williamsburg!,14278133,Sharif,Brooklyn,Williamsburg,40.71783,-73.95036,Private room,78,2,31,2019-01-05,1.46,3,0
4588689,One Bedroom East Village New York,5926785,Cynthia,Manhattan,East Village,40.72556,-73.98504,Entire home/apt,205,1,0,,,1,0
8539830,Gorgeous renovated apt w garden,1841463,Baptiste,Brooklyn,Greenpoint,40.72361,-73.94123,Entire home/apt,228,1,0,,,1,0
32567344,"Bright and lovely flat in Williamsburg, Brooklyn",39329872,Maxime,Brooklyn,Williamsburg,40.70857,-73.95258000000001,Entire home/apt,110,6,3,2019-06-21,0.98,1,25
8427638,NYC CHIC!!!  LARGE STUDIO APT on UWS,9036787,Katie,Manhattan,Upper West Side,40.80109,-73.97093000000001,Entire home/apt,190,4,46,2019-05-12,1.02,1,207
2657689,Your Amazing Vacation Apartment!,9051298,Lydiah,Manhattan,Harlem,40.8106,-73.94646999999999,Shared room,100,1,0,,,2,0
22331268,Charming West Village Apartment,4457329,Mia,Manhattan,West Village,40.7375,-74.00493,Entire home/apt,220,2,0,,,1,0
24209867,Spacious Room in Clinton Hill/Bed-Stuy,1218837,Diana,Brooklyn,Bedford-Stuyvesant,40.68993,-73.95947,Private room,58,2,0,,,2,0
6447136,Magical Oasis in Bushwick! 20 min to City,33648474,Leah,Brooklyn,Bushwick,40.6971,-73.92045999999999,Entire home/apt,120,2,56,2019-07-04,1.11,1,314
11972141,Lovely Room in Beautiful Brooklyn,54043278,Marina,Brooklyn,Bedford-Stuyvesant,40.68583,-73.95676999999999,Private room,65,3,0,,,1,0
11905189,Sunny and Charming BedStuy 1-BR/Studio Apt,4323335,Jamie,Brooklyn,Bedford-Stuyvesant,40.686,-73.94629,Entire home/apt,105,4,22,2019-06-29,0.67,1,11
34397198,Tranquility on Times Square VIP Room King Bed,259087876,Dennis,Manhattan,Midtown,40.75845,-73.98026,Private room,325,1,6,2019-06-28,3.21,7,67
14724015,Swimming Pool! 2 Bed 2 bath Amazing Layout!5143,16098958,Jeremy & Laura,Manhattan,Upper West Side,40.79371,-73.96708000000001,Entire home/apt,295,30,2,2018-04-01,0.06,96,250
9138664,Private Lg Room 15 min to Manhattan,47594947,Iris,Queens,Sunnyside,40.74271,-73.92493,Private room,74,2,6,2019-05-26,0.13,1,5
35593963,Great Apartment close to Time Square,264833923,Sharoom,Manhattan,Hell's Kitchen,40.75612,-73.99263,Entire home/apt,209,3,1,2019-06-27,1.0,1,68
16442660,Private Room in East Harlem,107830392,Nuries,Manhattan,East Harlem,40.79528,-73.9478,Private room,75,1,91,2018-05-28,2.95,1,188
35732847,A lovely room in a great house close to RUMC.,102263916,John,Staten Island,Tompkinsville,40.63281,-74.09132,Private room,50,1,4,2019-07-07,4.0,2,84
2888088,Private space in Brooklyn,14759766,Jerry,Brooklyn,Flatbush,40.6435,-73.96208,Entire home/apt,87,2,132,2019-06-14,3.31,2,233
24539732,Sharp 1BR in FiDi by Sonder,12243051,Sonder,Manhattan,Financial District,40.70544,-74.00641,Entire home/apt,222,29,0,,,96,333
3768977,"2 bedroom Duplex condo
+ yard 7 min to Manhattan",18953786,Ehsan,Queens,Astoria,40.76403,-73.92161999999999,Entire home/apt,170,3,116,2019-06-13,1.96,2,355
18652544,Beautiful One bedroom in Midtown Manhattan,120762452,Stanley,Manhattan,Murray Hill,40.75017,-73.97686999999999,Entire home/apt,222,30,0,,,50,180
10491594,one bedroom apt in a new house,16782573,Dorina,Queens,Middle Village,40.71632,-73.88297,Entire home/apt,115,4,6,2018-11-13,0.14,4,314
9384723,North of Madison Square Park Duplex,13838573,Zachary Robert,Manhattan,Midtown,40.74538,-73.98313,Entire home/apt,285,31,5,2016-05-24,0.12,1,365
36425863,Lovely Privet Bedroom with Privet Restroom,83554966,Rusaa,Manhattan,Upper East Side,40.78099,-73.95366,Private room,129,1,1,2019-07-07,1.0,1,147
24834824,Quiet home,158461160,Sophia,Brooklyn,Bedford-Stuyvesant,40.68828,-73.92329000000001,Entire home/apt,62,30,2,2018-12-15,0.25,6,255
6827028,ROOMY 2BA/3BD - Parking Included,10630723,Nancy,Brooklyn,Bedford-Stuyvesant,40.6888,-73.93545,Entire home/apt,177,3,144,2019-07-02,3.02,2,260
14968403,"Warwick & Bethel stays at ""The Brooklyn Mansion""",49508002,Ivia,Brooklyn,Bushwick,40.69141,-73.92092,Entire home/apt,200,3,6,2018-08-27,0.22,1,194
19603055,1- Bedroom in East Harlem,25959120,Dan,Manhattan,East Harlem,40.78668,-73.94247,Private room,85,2,2,2017-08-16,0.08,1,0
1534212,Great  studio with 2 rooms and kitchen,7365834,Alex,Brooklyn,Sheepshead Bay,40.58426,-73.95949,Entire home/apt,99,3,66,2019-05-27,1.05,5,365
17635051,BEST VALUE! SUPER COSY APARTMENT,16261195,Martine,Manhattan,Upper East Side,40.776990000000005,-73.95193,Private room,80,9,3,2017-09-20,0.11,1,0
1704560,Beautiful/Spacious 1 Bedroom in LES,5693756,Daniel,Manhattan,Lower East Side,40.7189,-73.99176999999999,Entire home/apt,120,4,182,2019-07-05,2.6,1,72
31748955,Comfy Private bedroom in shared APT - Wyckoff Hosp,200927536,Manu,Brooklyn,Bushwick,40.70535,-73.91816999999999,Private room,65,7,0,,,3,329
22275821,,49662398,Kathleen,Brooklyn,Bushwick,40.69546,-73.92741,Entire home/apt,110,4,5,2018-08-13,0.27,1,0
30745822,New Build APT in Brooklyn - Prospect Park South!,97681343,Shola,Brooklyn,Flatbush,40.64499,-73.97043000000001,Entire home/apt,62,2,0,,,1,54
8234740,Nice Studio in Hell's kitchen,37440412,Rebecca,Manhattan,Hell's Kitchen,40.76016,-73.98929,Entire home/apt,160,4,5,2016-06-12,0.11,1,0
15784377,"Sixth Ave Chelsea, 1bd Serviced Apartment*",22541573,Ken,Manhattan,Chelsea,40.74584,-73.99103000000001,Entire home/apt,229,30,3,2019-03-08,0.12,87,364
32964714,Stylish bedroom in new luxurious industrial apt #1,38043348,Moises,Manhattan,Harlem,40.80838,-73.94093000000001,Private room,90,1,23,2019-07-01,6.0,2,254
13100305,Spacious 1 bedroom 1 bath,72779585,Vanessa,Brooklyn,Crown Heights,40.67702,-73.95864,Entire home/apt,105,2,7,2019-04-28,0.18,1,32
21781515,Garden Apartment in the Heart of Greenpoint,35020019,Michael,Brooklyn,Greenpoint,40.72513,-73.94829,Private room,110,2,21,2019-06-24,1.37,1,336
9795890,Room in a loft in Tribeca,23372553,Valentine,Manhattan,Tribeca,40.71561,-74.00641999999999,Private room,75,1,1,2015-12-27,0.02,1,0
1855846,Unshared Apt Cozy One Bedroom,9685977,Sherry,Manhattan,Harlem,40.82597,-73.95102,Entire home/apt,150,5,29,2019-05-18,0.43,1,260
31490659,"‘’AROUND THE CORNER’’  QUEENS, NY",12394498,Anna,Queens,Maspeth,40.7282,-73.89135,Entire home/apt,90,3,9,2019-07-05,6.75,1,121
16423080,Private Studio Apartment close to ferry and subway,15231187,Conor,Brooklyn,Greenpoint,40.73203,-73.95572,Entire home/apt,89,3,69,2019-06-13,2.25,1,0
22151092,Comfy New Bedroom near D line Fort Hamilton PKWY,5853457,Stanley,Brooklyn,Borough Park,40.64226,-73.99706,Private room,56,1,12,2019-03-11,0.65,4,333
6403485,Homey 1 BR apartment in Harlem,33394459,Alana,Manhattan,Harlem,40.80645,-73.95260999999999,Entire home/apt,100,14,2,2016-01-07,0.04,1,0
33716426,Sonder | Stock Exchange | Central 1BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.70723,-74.01086,Entire home/apt,229,2,3,2019-06-13,1.55,327,340
21814527,Large One Bedroom  in Inwood.,51152932,Katelynn,Manhattan,Inwood,40.86794,-73.91629,Entire home/apt,70,1,4,2018-10-07,0.2,1,3
36213323,✨Executive Room One King Bed and Kitchenette✨,270874051,Hotel Vetiver,Queens,Long Island City,40.75237,-73.93342,Private room,89,1,0,,,8,298
8504666,Brownstone DUPLEX - Near Subway,44782700,Danielle,Brooklyn,Bedford-Stuyvesant,40.68426,-73.91939,Entire home/apt,200,3,63,2019-06-13,1.39,1,354
4412533,cozy tucked away in el barrio,22904933,Charlene,Manhattan,East Harlem,40.79765,-73.94022,Private room,79,3,56,2019-05-27,1.1,2,90
36031282,"Luxury, Doorman, Steps From United Nations,",52950465,Gal,Manhattan,Midtown,40.75258,-73.97111,Private room,134,30,0,,,12,365
19364266,"Private room in charming, eclectic Flushing home",135732224,Laura,Queens,Flushing,40.754740000000005,-73.82166,Private room,44,1,0,,,1,0
62430,BROWNSTONE SUNDRENCHED BEAUTY,197755,Sheila,Brooklyn,Bushwick,40.688,-73.9171,Entire home/apt,99,3,111,2019-06-22,2.13,1,68
21173263,Private Entrance Room in Brooklyn w/ Queen Bed,48510097,Ellen,Brooklyn,Bushwick,40.6897,-73.91512,Private room,60,2,1,2017-10-09,0.05,1,0
28985543,Modern Sunny 3bdrm Apt,389924,Patty,Bronx,Morris Park,40.84605,-73.8493,Entire home/apt,39,5,0,,,2,0
5779752,East Village with 2x Balcony + Roof,19498957,Peter,Manhattan,East Village,40.72481,-73.98216,Private room,125,3,4,2015-10-07,0.08,1,0
21444621,Studio Apartment in Williamsburg,29110524,MaKaya,Brooklyn,Williamsburg,40.72031,-73.95615,Entire home/apt,115,4,0,,,1,0
4603012,Spacious 1BR Apt in Greenpoint,45609,Sean,Brooklyn,Greenpoint,40.73132,-73.95831,Entire home/apt,149,15,22,2019-04-30,0.39,1,0
19502013,ღღღUltimate Broadway Experienceღღღ,112799848,Arthur,Manhattan,Hell's Kitchen,40.76708,-73.98912,Private room,99,1,83,2019-06-25,3.36,3,157
22904609,"Stunning 1BR In Flatiron, Subway steps away!",169534923,Carnitas,Manhattan,Kips Bay,40.74148,-73.98125999999999,Entire home/apt,188,30,40,2019-06-23,2.35,1,146
8388864,Quiet Bedroom in Cobble Hill,36688169,Sloan,Brooklyn,Boerum Hill,40.68863,-73.98935,Private room,59,1,151,2019-06-29,3.37,1,325
8643939,Private Bedroom in Upper East Side,32970856,Jason,Manhattan,Upper East Side,40.78406,-73.95294,Private room,94,14,1,2015-11-25,0.02,1,0
3840286,"Modern, sunny two bedroom",1482208,Allison,Brooklyn,Williamsburg,40.71159,-73.94043,Entire home/apt,246,2,25,2019-03-31,0.54,2,0
26250832,Sun lit Room in Bushwick,48260592,Lizzy,Brooklyn,Bushwick,40.69922,-73.93762,Private room,40,4,0,,,1,0
17531524,"Comfy bachelor's apartment, Clinton Hill, Brooklyn",22607793,Dmitri,Brooklyn,Clinton Hill,40.68152,-73.96276,Entire home/apt,94,2,10,2018-12-09,0.39,1,0
31056122,"Private Bath, Private Room 2 blocks from NR trains",6675227,Jason,Brooklyn,Sunset Park,40.65035,-74.00974000000001,Private room,75,2,2,2019-01-14,0.32,1,16
9215307,Beautiful Room: Charming Apt Central Williamsburg,3311487,Scott,Brooklyn,Williamsburg,40.71292,-73.96215,Private room,90,1,46,2019-06-09,1.04,3,16
2000611,Cute brick wall apt. 2BR,10304755,Michael,Brooklyn,Williamsburg,40.71002,-73.95801999999999,Entire home/apt,150,4,42,2019-06-11,0.62,2,0
22794719,Habitacion de renta para 2,168429942,Jennifer,Bronx,Norwood,40.88007,-73.87326,Private room,50,5,4,2019-06-17,0.26,2,324
2653644,Private 1BR W/ Private Bathroom in Chinatown,6991947,Peter,Manhattan,Two Bridges,40.71226,-73.99416,Private room,100,1,103,2019-06-23,2.21,1,223
19227222,BRIGHT MASSIVE ROOM. 20 MINUTES TO MIDTOWN,133657043,Diana,Manhattan,Harlem,40.830090000000006,-73.94723,Private room,77,1,1,2019-06-02,0.81,1,0
6384622,Sunny room right by park!,31752474,Tine,Brooklyn,Prospect-Lefferts Gardens,40.6608,-73.96197,Private room,45,14,9,2017-04-06,0.19,2,0
20975327,Spacious Bedroom near Prospect Park,6375186,Sonya,Brooklyn,Kensington,40.64773,-73.97499,Private room,100,1,28,2019-06-30,1.44,1,21
35618798,Private room!,175276860,Hae Li,Queens,Jamaica Hills,40.71512,-73.79391,Private room,100,3,0,,,1,179
21938049,Big Bedroom w/ Bathroom - Bushwick Luxury Building,157701235,Michael,Brooklyn,Bushwick,40.700390000000006,-73.93009,Private room,60,7,74,2019-06-15,3.98,3,31
13606337,"Spacious and clean room, near Columbia University",78727422,Xiaoxu,Manhattan,Morningside Heights,40.80325,-73.96433,Private room,50,10,1,2016-07-19,0.03,1,0
3836180,Beautiful West Village 1 BR Gem!,19758346,Adriana,Manhattan,West Village,40.73648,-74.00173000000001,Entire home/apt,225,3,5,2016-06-19,0.08,1,0
27104485,Classic Chic West Village Getaway,18416371,Tori,Manhattan,West Village,40.73144,-74.00523000000001,Entire home/apt,250,3,4,2019-01-03,0.39,1,0
30848952,Cozy private room in the Upcoming Bronx,230646296,Cesar,Bronx,Concourse Village,40.83311,-73.9116,Private room,34,2,2,2018-12-26,0.29,1,0
23765706,Beautiful Large 1br in the middle of Manhattan,25939370,Petar,Manhattan,Chelsea,40.75068,-73.99811,Entire home/apt,172,30,6,2019-03-31,0.5,1,195
9496094,Modern Flat in the Heart of Chelsea,41066327,Netanya,Manhattan,Chelsea,40.74603,-74.00147,Entire home/apt,160,4,2,2016-09-14,0.05,1,0
2998174,Sanctuary Bedroom in Huge Duplex,5684941,Jade,Brooklyn,Bushwick,40.69666,-73.93248,Private room,59,20,16,2018-10-11,0.28,1,54
22293021,Huge and Beautiful Room in a Very Nice Apartment.,137136024,Hector,Queens,Maspeth,40.72575,-73.89456,Private room,75,1,4,2018-02-15,0.22,1,0
6259989,Large room in Prospect Heights,11131161,Tina,Brooklyn,Crown Heights,40.67822,-73.96069,Private room,60,7,0,,,1,0
23761707,Large Private Room. Safe area. Near 4 and D trains,178229322,Vas,Bronx,Concourse Village,40.83218,-73.91951,Private room,47,5,61,2019-05-15,3.8,1,130
36169764,Studio (200 sq ft.) near Times Square!,78501032,Eileen,Manhattan,Hell's Kitchen,40.76066,-73.99011,Entire home/apt,134,1,0,,,1,0
1264621,nice room in bedstuy N,6885157,Randy,Brooklyn,Bedford-Stuyvesant,40.68388,-73.95019,Private room,65,1,85,2019-06-03,1.16,15,345
27111405,King Bedroom - Ideal for Business Travelers,1462483,Danny,Manhattan,Midtown,40.74585,-73.98236999999999,Private room,100,4,32,2019-06-26,2.87,2,174
36166946,Spacious decorated 2 BR minutes from Central Park.,21802668,Domenica,Manhattan,East Harlem,40.80208,-73.94415,Entire home/apt,250,17,0,,,1,46
28271289,Queens  BLVD House NEXT TO ALL,67376966,Lucky,Queens,Rego Park,40.73005,-73.8576,Entire home/apt,268,3,1,2019-06-24,1.0,3,173
18616217,"Local West Village, Manhattan Apartment",22204359,Abel,Manhattan,West Village,40.73369,-74.00534,Entire home/apt,199,4,24,2019-06-28,0.95,1,35
35603341,Cozy studio in the UES (30 days min),159598333,Sol,Manhattan,Upper East Side,40.78166,-73.94593,Entire home/apt,99,30,0,,,5,344
8151605,Amazing 2BR in Bed-Stuy,1740952,Kaila,Brooklyn,Bedford-Stuyvesant,40.68355,-73.94129000000001,Entire home/apt,180,2,1,2015-09-26,0.02,1,0
12003048,Sleek 1 bedroom apt. near Times Square!,30283594,Kara,Manhattan,Hell's Kitchen,40.76685,-73.98363,Entire home/apt,239,30,0,,,121,352
26366437,LIVING ROOM COUCH amazing Williamsburg location,91498269,Jonny,Brooklyn,Williamsburg,40.7155,-73.95724,Shared room,100,1,31,2019-06-30,2.81,1,82
1123934,Sunny 1BR Apt in N. Williasmburg,6164428,Bjarke And Holly,Brooklyn,Williamsburg,40.72065,-73.959,Entire home/apt,130,14,1,2015-01-09,0.02,1,296
27389647,Master Bed/Bath near Lincoln Center in high-rise,119531605,Nicole,Manhattan,Upper West Side,40.7737,-73.99027,Private room,99,1,7,2018-08-31,0.61,1,0
20804083,Sun Drenched Master Bedroom in Brooklyn Apartment,28341776,Josh,Brooklyn,Park Slope,40.68265,-73.97754,Private room,120,3,5,2018-07-29,0.23,2,0
11192547,bedroom,58274544,Austin,Brooklyn,Crown Heights,40.67305,-73.94533,Private room,85,1,1,2016-02-13,0.02,1,0
24674269,Brooklyn sleepytime art studio,33510832,Benjamin,Brooklyn,Bedford-Stuyvesant,40.69403,-73.94487,Private room,48,2,80,2019-06-28,5.93,2,45
23598012,"Great Home&Host, next to 1 train",60163700,Dee,Manhattan,Harlem,40.82325,-73.95243,Private room,46,14,12,2018-12-01,0.82,4,0
24629029,Cozy Astoria Room in 2br Apartment- Artists Space,2521642,Serdar,Queens,Ditmars Steinway,40.78442,-73.91339,Private room,55,1,14,2019-07-04,0.96,1,123
25688649,Brooklyn Bedstuy Beauty,1557774,Nardia,Brooklyn,Bedford-Stuyvesant,40.68425,-73.9567,Entire home/apt,140,5,27,2019-06-16,2.12,1,0
19261697,Hidden Treasure in Bed-Sty,67992400,Ben,Brooklyn,Bedford-Stuyvesant,40.6953,-73.93567,Private room,50,2,1,2017-07-25,0.04,1,0
7054267,"Clean, quiet Upper East Side apt .",36998520,Alex And Lindsey,Manhattan,Upper East Side,40.76719,-73.95358,Entire home/apt,155,15,0,,,1,0
7726296,Beautiful 1 Bedroom Apartment,7375767,Daniel,Brooklyn,Bedford-Stuyvesant,40.68927,-73.95277,Entire home/apt,115,1,0,,,1,0
27786467,Spacious Harlem Home,7692306,Gordon,Manhattan,Harlem,40.80597,-73.95348,Entire home/apt,200,3,2,2018-12-31,0.24,1,16
2577467,1 BR with private bath new building,2920976,Shay,Manhattan,Harlem,40.8127,-73.94367,Private room,150,3,23,2017-07-01,0.36,1,0
